order_id,delivery_delay,max_installments,order_purchase_day,order_purchase_hour,nb_products,avg_purchase_price,avg_review_score,appliances,arts,auto,construction,electronics,fashion,food_drinks,garden_pets,health_beauty,home,office,other payment type,sports_leisure,boleto,credit_card,debit_card,other category,voucher,big city,medium city,small city,towns or missing info,recency,frequency,monetary,Cluster
2a3251c95a3d5c57ed230021faa588a0,25,,6,10,6,29.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.056,1.792,7.532,2.0
f1367a0a8fa445363c4e6d5a529db4a5,5,1.0,4,9,2,29.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.677,0.693,3.605,1.0
f1367a0a8fa445363c4e6d5a529db4a5,5,1.0,4,9,2,29.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.677,0.693,3.605,1.0
1e91914c9706a5d4665b8c5a6294b107,26,1.0,2,20,2,35.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.883,0.693,5.356,2.0
1e91914c9706a5d4665b8c5a6294b107,26,,2,20,2,35.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.883,0.693,5.356,2.0
3081ddf6e7c6afa4e4124e7882486fcd,23,3.0,2,11,2,83.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.12,0.693,5.985,2.0
3081ddf6e7c6afa4e4124e7882486fcd,23,,2,11,2,83.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6.12,0.693,5.985,2.0
201691efe89d4d71f36e5ea279a8759a,21,2.0,2,14,2,38.4,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.242,0.693,5.366,2.0
201691efe89d4d71f36e5ea279a8759a,21,,2,14,2,38.4,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.242,0.693,5.366,2.0
82348f1b5f24ac795fa9320e02c49553,5,1.0,4,21,2,12.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4.205,0.693,4.351,2.0
82348f1b5f24ac795fa9320e02c49553,5,,4,21,2,12.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.205,0.693,4.351,2.0
287b045cfe9ba0ed08308efc06c366ae,10,5.0,0,14,4,39.99,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.673,1.386,6.914,2.0
287b045cfe9ba0ed08308efc06c366ae,10,,0,14,4,39.99,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.673,1.386,6.914,2.0
287b045cfe9ba0ed08308efc06c366ae,10,,0,14,4,39.99,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.673,1.386,6.914,2.0
287b045cfe9ba0ed08308efc06c366ae,10,,0,14,4,39.99,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.673,1.386,6.914,2.0
e11c61aa2d539f826865ea728496f6d4,11,6.0,5,19,2,25.89,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.833,0.693,5.174,2.0
e11c61aa2d539f826865ea728496f6d4,11,,5,19,2,25.89,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.833,0.693,5.174,2.0
4de53bbf0a2a3bae777eb829a3145c9c,18,1.0,0,11,2,89.8,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.389,0.693,6.058,2.0
4de53bbf0a2a3bae777eb829a3145c9c,18,,0,11,2,89.8,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.389,0.693,6.058,2.0
f464bdc3b17c2085e54b66d8e5ae1695,6,1.0,3,11,2,17.99,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.133,0.693,3.249,1.0
f464bdc3b17c2085e54b66d8e5ae1695,6,1.0,3,11,2,17.99,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6.133,0.693,3.249,1.0
1a1ef8dc595adbce0e5d75d806d69286,16,1.0,2,8,2,51.9,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.585,0.693,4.262,2.0
1a1ef8dc595adbce0e5d75d806d69286,16,2.0,2,8,2,51.9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.585,0.693,4.262,2.0
758c123811f3da2280246ba25f4938d1,15,1.0,1,19,2,91.3,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.585,0.693,4.741,2.0
758c123811f3da2280246ba25f4938d1,15,1.0,1,19,2,91.3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.585,0.693,4.741,2.0
729c445f5f350f88d5c9a3911d6e9bc0,7,10.0,2,17,2,89.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.771,0.693,5.973,2.0
729c445f5f350f88d5c9a3911d6e9bc0,7,,2,17,2,89.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.771,0.693,5.973,2.0
a5a83c95ed669b7ba0ddce1d761c191f,7,1.0,3,17,2,113.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.231,0.693,4.848,2.0
a5a83c95ed669b7ba0ddce1d761c191f,7,,3,17,2,113.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.231,0.693,4.848,2.0
da6c1b5c9a1106ebca4a15148d062c0f,7,1.0,3,15,2,109.9,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5.371,0.693,6.193,2.0
da6c1b5c9a1106ebca4a15148d062c0f,7,,3,15,2,109.9,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.371,0.693,6.193,2.0
169d7e0fd71d624d306f132acd791cbe,21,1.0,5,12,2,83.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.263,0.693,5.281,2.0
9af977c382c0327169fc10939881b472,11,1.0,4,12,2,62.4,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.493,0.693,4.36,2.0
9af977c382c0327169fc10939881b472,11,,4,12,2,62.4,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.493,0.693,4.36,2.0
d4f63c1e71dd7a25aaf45fd89286d760,9,1.0,1,14,2,85.4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5.881,0.693,4.602,2.0
d4f63c1e71dd7a25aaf45fd89286d760,9,1.0,1,14,2,85.4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5.881,0.693,4.602,2.0
6ce409ae9fc35c1c78c3190b660a23b4,24,4.0,2,12,2,73.45,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.204,0.693,5.891,2.0
6ce409ae9fc35c1c78c3190b660a23b4,24,,2,12,2,73.45,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.204,0.693,5.891,2.0
fb085529373f03634a84fa2358deedcd,8,8.0,5,23,2,109.9,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4.804,0.693,6.279,2.0
fb085529373f03634a84fa2358deedcd,8,,5,23,2,109.9,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.804,0.693,6.279,2.0
b296bc0dc4e73e99c3f6196a1b97b9aa,7,1.0,4,8,2,21.9,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.977,0.693,5.197,2.0
b296bc0dc4e73e99c3f6196a1b97b9aa,7,,4,8,2,21.9,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.977,0.693,5.197,2.0
05ad071b550b1cf2815e8bf3bec3291f,22,8.0,3,12,2,34.9,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.192,0.693,5.406,2.0
05ad071b550b1cf2815e8bf3bec3291f,22,,3,12,2,34.9,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6.192,0.693,5.406,2.0
e30b9cda599826e24ad3f5eddf966583,18,7.0,0,23,2,19.99,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.991,0.693,5.014,2.0
e30b9cda599826e24ad3f5eddf966583,18,,0,23,2,19.99,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.991,0.693,5.014,2.0
1c308eca3f339414a92e518e2a2e5ee9,58,6.0,6,23,2,49.95,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.617,0.693,4.894,2.0
b154b6c273af25ad4864ee4dcf0e47b8,4,1.0,0,2,2,82.95,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.844,0.693,5.895,2.0
b154b6c273af25ad4864ee4dcf0e47b8,4,,0,2,2,82.95,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.844,0.693,5.895,2.0
25a178eea0cfa9b0489aa1d8294423bf,29,1.0,3,16,3,45.9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5.231,1.099,6.18,2.0
25a178eea0cfa9b0489aa1d8294423bf,29,,3,16,3,45.9,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.231,1.099,6.18,2.0
25a178eea0cfa9b0489aa1d8294423bf,29,,3,16,3,45.9,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.231,1.099,6.18,2.0
60ddc3cf31819e316702f9ede42e26c7,15,1.0,1,10,4,84.99,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.238,1.386,5.985,2.0
60ddc3cf31819e316702f9ede42e26c7,15,1.0,1,10,4,84.99,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6.238,1.386,5.985,2.0
60ddc3cf31819e316702f9ede42e26c7,15,,1,10,4,84.99,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6.238,1.386,5.985,2.0
60ddc3cf31819e316702f9ede42e26c7,15,,1,10,4,84.99,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6.238,1.386,5.985,2.0
2b7f34e9b0b9eba10050d725278d8609,16,1.0,0,10,2,19.9,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.617,0.693,4.942,2.0
2b7f34e9b0b9eba10050d725278d8609,16,,0,10,2,19.9,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.617,0.693,4.942,2.0
ec0fa4ef7da067eb3a57abd8fc504352,15,3.0,3,8,2,59.9,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.351,0.693,5.697,2.0
ec0fa4ef7da067eb3a57abd8fc504352,15,,3,8,2,59.9,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6.351,0.693,5.697,2.0
0016dfedd97fc2950e388d2971d718c7,24,1.0,4,19,2,49.75,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.188,0.693,4.256,2.0
0016dfedd97fc2950e388d2971d718c7,24,5.0,4,19,2,49.75,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6.188,0.693,4.256,2.0
483ad8e78dc16136316aded1f0602031,30,1.0,0,21,2,92.03,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.384,0.693,6.072,2.0
483ad8e78dc16136316aded1f0602031,30,,0,21,2,92.03,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.384,0.693,6.072,2.0
67730eb2f9468b8c6eb20a45dd477bbd,10,1.0,6,19,2,26.9,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.17,0.693,3.738,1.0
67730eb2f9468b8c6eb20a45dd477bbd,10,1.0,6,19,2,26.9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.17,0.693,3.738,1.0
53abe7c4aed1dfb3bf25e69723fd9a4d,11,1.0,4,16,2,135.9,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.098,0.693,6.411,2.0
53abe7c4aed1dfb3bf25e69723fd9a4d,11,,4,16,2,135.9,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6.098,0.693,6.411,2.0
75a935207305c1dd6146a8012323cad9,4,3.0,2,8,3,25.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.858,1.099,5.687,2.0
75a935207305c1dd6146a8012323cad9,4,,2,8,3,25.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.858,1.099,5.687,2.0
75a935207305c1dd6146a8012323cad9,4,,2,8,3,25.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.858,1.099,5.687,2.0
e387920071d53124f3db7d7b1a42c257,11,1.0,3,20,3,82.49,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.069,1.099,6.702,2.0
e387920071d53124f3db7d7b1a42c257,11,,3,20,3,82.49,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.069,1.099,6.702,2.0
e387920071d53124f3db7d7b1a42c257,11,,3,20,3,82.49,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.069,1.099,6.702,2.0
bdf7cbcf2a174866c15ade0d9a55bf7d,8,1.0,2,10,2,95.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.99,0.693,6.076,2.0
bdf7cbcf2a174866c15ade0d9a55bf7d,8,,2,10,2,95.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.99,0.693,6.076,2.0
e9e76f41dadb7c83d5f8dcbd2ca7473a,10,3.0,2,14,2,7.99,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6.006,0.693,4.374,2.0
e9e76f41dadb7c83d5f8dcbd2ca7473a,10,,2,14,2,7.99,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.006,0.693,4.374,2.0
3ce23ec58b30f84a32003c7bf535d14f,9,4.0,2,18,2,28.99,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.236,0.693,3.786,2.0
3ce23ec58b30f84a32003c7bf535d14f,9,1.0,2,18,2,28.99,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5.236,0.693,3.786,2.0
54822c94cce4ceb64eb08bbb05fa8fea,22,9.0,4,12,2,27.49,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.875,0.693,5.289,2.0
54822c94cce4ceb64eb08bbb05fa8fea,22,,4,12,2,27.49,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.875,0.693,5.289,2.0
274c63b06327262e50b1798060d9dea9,7,10.0,3,13,2,39.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6.178,0.693,5.383,2.0
274c63b06327262e50b1798060d9dea9,7,,3,13,2,39.9,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.178,0.693,5.383,2.0
4212c4acae39b267aabc4696d873cbcf,10,1.0,1,14,3,21.99,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6.317,1.099,3.586,2.0
4212c4acae39b267aabc4696d873cbcf,10,,1,14,3,21.99,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6.317,1.099,3.586,2.0
4212c4acae39b267aabc4696d873cbcf,10,1.0,1,14,3,21.99,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6.317,1.099,3.586,2.0
4017df0a0c73564d88bd596e06e42c2d,8,1.0,0,20,2,24.5,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.638,0.693,3.593,1.0
4017df0a0c73564d88bd596e06e42c2d,8,1.0,0,20,2,24.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5.638,0.693,3.593,1.0
1e36204fd8a2e695a35dd5e41cd392d8,25,3.0,6,21,2,246.62,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.844,0.693,5.579,2.0
1e36204fd8a2e695a35dd5e41cd392d8,25,1.0,6,21,2,246.62,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5.844,0.693,5.579,2.0
07d60a76803db63f0ca6708011e8cf9b,15,1.0,4,13,2,168.8,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.927,0.693,5.22,2.0
07d60a76803db63f0ca6708011e8cf9b,15,,4,13,2,168.8,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.927,0.693,5.22,2.0
0fe1829613c45b423f51aa8949dd8d57,8,1.0,1,13,3,149.99,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.238,1.099,5.113,2.0
0fe1829613c45b423f51aa8949dd8d57,8,1.0,1,13,3,149.99,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.238,1.099,5.113,2.0
0fe1829613c45b423f51aa8949dd8d57,8,,1,13,3,149.99,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6.238,1.099,5.113,2.0
98c054318dc270816f8357351ffc4449,4,8.0,4,12,2,34.9,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.407,0.693,5.142,2.0
98c054318dc270816f8357351ffc4449,4,,4,12,2,34.9,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.407,0.693,5.142,2.0
