customer_id,recency,frequency,monetary
00701ade29704fc9aa33a8766b082cb6,5.905,0.0,4.68
0070e3e36dad141bed98c6dd5b3d1216,4.277,0.0,4.856
007182cdc3e8e2d3d4ce0b00b9004630,3.951,0.0,3.085
0072357d0a3394d268c6abb9e30aaafe,5.476,0.0,4.5
0075589b789b6bce7b058adab7e9a6f5,5.796,0.0,4.184
007612fef51262f4762d32add5d128cc,5.485,0.0,4.633
00765aebd8e20a9a8aa8c28d0099a938,6.004,0.0,3.324
007732425b3cfb147a3ca928ce907cc1,5.858,0.0,5.278
00785e4d6fd1ab53e7de20c730c070f1,4.369,0.0,4.86
0078867a1043bd408c6134cf5ca1bbf5,4.248,0.0,4.551
00788705370da606e9f8390258b9e977,5.46,0.0,3.786
0078c6b33ae4a3f03de57a8ad36648e1,6.213,0.0,4.325
00791d8bb3acb245dc0b865656e18fff,2.079,0.693,5.548
0079368290cd7f161d62e7df9377d8ce,6.28,0.0,4.05
00796be07bfc87dad2e31ef15490a718,5.68,1.099,6.013
007a444502902587d7aa72af38cbd1de,4.718,0.0,4.427
007a6cde976f335c04a22d7043dd23f0,5.756,0.0,4.602
007b18ac9b8a627f259ea78aed981315,5.106,0.693,3.764
007b7f04a35e02745c23ea706492ca20,6.37,0.0,4.345
007c76c2ab6101f00798548775dfdbaf,5.46,0.0,5.639
007d1c8a4fe2a7d4233d5ad3ea74a29b,5.438,0.693,4.345
007dca6150a323ecb560d11f2a3615a2,5.182,0.0,4.174
007dd470bdcf9dc8ffcd44beb79dc18c,5.252,0.0,5.192
007ff1d42a6a44f0e16e18d2d7d5f72e,6.246,0.0,4.593
0080e98d82eceee143dc006defe00687,5.724,0.0,4.286
00838729460c2110a0bd330a4bb9b332,5.063,0.0,3.912
0086b541a59fa554e7953e2d3c285285,3.497,0.0,3.955
0088393a302a84e57cc69c9d365f5efa,6.019,0.0,4.19
0088395699ea0fcd459bfbef084997db,6.24,0.0,3.347
008871f261eb4390ca7a1ded607ea417,6.157,0.0,4.854
0089c34393989276de67746531e0df21,5.753,0.0,3.308
008e75e0f20ba6d6cc41923596b83693,4.836,0.0,4.412
009043346db59e970bcad7e5a6e590ca,5.852,0.0,4.681
00931b6a1ae01ead1f98d4e1d1547106,5.568,0.0,4.638
00931eabd5b24b4a2d97ec779d739631,6.136,0.0,4.176
0093eadfb5536c158311672bdf418044,4.143,0.0,4.927
00949af96107ff1f55bc0f09e913686d,5.017,0.0,5.245
00951234ffc26898cb0f62b8c0e89f88,5.74,0.0,4.176
00953228b409090c774d955f2ab881e5,1.792,0.0,4.774
009556b29007b7233895402fac956591,3.638,0.0,4.936
0095d34ddb16f0d0776fc9f2a341dfcd,5.429,0.0,5.55
0098400373e087d3c231fb5d37834fde,6.26,0.0,4.782
0098c4d01b3588b0b61ac012e5e4b228,5.966,0.0,5.125
00993c1bdbff4f24ca6b8124b4cf5a1f,3.584,0.0,3.768
009bd844996868ab5166ade7dd9ab471,5.278,0.0,4.91
009c825b4f96c0c03731ac38b6e1c6ea,4.533,0.693,5.694
009c99241ad4ac86427982c474c18771,6.18,0.0,3.926
009e30667771830117017cf8581b98a5,5.861,0.0,4.351
00a02bdfd1741b999de5e2ccfdb8cfc8,5.283,0.0,3.885
00a1edfeac0ce7adf9357b89c9659eb2,5.727,0.0,4.726
00a2277d94755da60c916bab098b9b49,5.106,0.0,3.59
00a39528c677a55852f57235f988b837,5.063,0.0,5.437
00a7f6b5d305216d76ab1accbfe123b9,5.081,0.0,3.212
00a860aeb15fb205efdb0c689d8f9c6a,5.878,0.693,4.295
00aa3aa0438ac8a9e8a9378171ccd055,2.773,0.0,3.537
00ab90b4fd9fa3d490ab687f992763d6,5.645,0.0,4.14
00aee581138f207eb71f58811aae25d1,4.905,0.0,4.63
00b2b9682f5c2a1f7cf1312ce6a0ea9d,3.258,0.0,4.966
00b2fdba41164ba7de5052652fb86231,3.611,0.0,4.319
00b4a445a17922526d9b64e567ac2865,6.028,0.0,4.968
00b6731ea206414be73f8c73bec1951e,5.557,0.693,5.899
00b7c3578d5231b0b60a62414118652b,6.194,0.693,5.25
00b7c3aa68e7f0e83117105ee4964a49,3.829,0.0,4.226
00b7dcb6e32230f09195eb0e9aa1a94b,6.157,0.0,4.575
00b96a156e6827442e5ec7c620a39d24,4.86,0.0,4.011
00ba24d5e8869fd25950fd26c098ee20,4.663,0.0,5.089
00ba72dac5dae2776b5bfcf799a956b2,2.833,0.0,3.507
00ba767af52461bf567696d2a6d2909f,5.73,1.099,3.726
00ba7e4052ff6531f4e8aa0b0054318b,6.172,0.693,5.449
00bad631eaa8723983a6c7e2f910dfca,2.639,0.0,4.66
00bae1a0d3566c3af0c3c67fd2204935,5.231,0.693,4.747
00bd25230af840df218e6902df6ac894,5.357,0.0,3.584
00bd2f03a3aeb727b9c7bf7c2a1c094b,3.871,0.0,4.278
00be672c9d26099d6fd918cf76a4ef67,5.94,0.0,4.096
00bf0246fe43d0dac8842035f21f8a76,5.389,0.0,5.088
00bf225ae2b2d6a141e31acf971c4a03,5.118,0.0,3.747
00bf77539bad79ed21c55cdea4375985,5.231,0.0,3.738
00c042af846ab3125854b4abc3bf25a6,5.841,0.0,5.553
00c23397b535962f65c89900d6a9ab22,5.476,0.0,4.21
00c32f58ea39ae8132d9b1a32b81b167,6.163,0.0,3.371
00c38945ab09a0f226419274da4675e4,5.455,0.0,4.368
00c3e2f6fe2448015cbd44f4b7814273,6.004,0.0,4.95
00c5a25662a028f00093f247b945f959,5.935,0.0,4.371
00c5b008c1465e327578fdacf185ccfa,4.369,0.0,4.439
00c7c6f2aaf86b1a5a386b103b67b218,6.299,0.0,4.703
00c7e84c0c77753093b456d787638eed,5.384,0.0,4.786
00c82b169fb6a103c5274dc731295a98,4.875,0.0,3.833
00c9ed767059efd304546d437c9d171d,5.375,0.0,5.031
00ca6e4277e535d41bda84d371310be2,4.234,0.693,6.211
00cca8735b2e7b89dc267f378e5c9e8d,6.211,0.693,2.904
00cd48b2051a1518d6d33ffd01dbfcb6,6.349,0.0,4.071
00cd55d78c1db8aa5f78e95d363373e4,5.106,0.0,4.911
00cebf30eafc51ca426a54082d26ddf3,5.986,0.0,4.546
00d4a861a9e1ec05df44712a80bfd55d,6.351,0.0,5.13
00d4c7cec24152e73f88312fdbf09ffa,5.231,0.0,4.209
00d59ed5b36bbeac2deb4e7256a39fb4,3.989,0.0,3.811
00d7e038b53f4b3ed3036d2d016e51c4,5.017,0.0,4.307
00d88dff8797c35f7db7739109ba8cb3,5.727,0.0,2.962
00d9314fb3f147133d0dae548abab307,5.153,0.693,5.035
00d97ddbc2cafa83bc2412d11da98d88,5.62,0.0,4.872
00dcc20224e6a230aa9f7ff8fb6f29f8,6.317,0.0,4.31
00de350c10e898eb927e6a5440a30191,6.182,0.0,4.463
00e0a2be19aca747d3051ed15e18b77a,6.174,0.693,5.318
00e144a7e8e11d93c3c4f12558735f03,5.568,0.0,4.757
00e20d0af2000bc5415d945981b3bd31,4.779,0.0,3.692
00e3fdbce18ef97f5b13e1cc27e9dc98,6.184,0.0,4.562
00e4dd8d5ecaa00de8c6671679b58045,4.043,0.0,3.977
00e6cc9509687bc594c4cbe302bd2115,6.326,0.0,4.384
00e6ef8a68edd7a3d2221bcf18656b7e,4.127,0.0,3.533
00e731383e6ee1e27962b8707c82d8cc,5.318,0.0,4.991
00e7c7983371f6e0c6ce890040d431db,5.352,0.693,5.997
00e8bdabd8d9dec7728bf9a885f7cff9,6.153,0.0,3.959
00eb2bf26ade27447b6532561c6a402d,4.454,0.0,4.645
00eb46a6c173fdad0c058d8650deefd9,6.038,0.0,3.728
00ee00c99d468f838abf1d6d7044b2aa,5.017,0.0,3.108
00eeecca2b37c96ce302d0428ee46ccf,6.303,0.0,4.756
00efd0bb67f3af4d73269668a6cc8b49,4.7,0.0,3.561
00f394e6fc446865ac4097b6db69ef4a,3.332,1.609,7.279
00f3b3a7cd0b6566435090c7fbda03a2,6.368,0.0,4.052
00f5111aa1572c08c765f48e20edf87b,6.198,0.0,4.109
00f5116a953fdf1b86dd0deb055c0e12,5.881,0.0,4.236
00f539ee95c97870a2a4f261a2d96ba4,5.037,0.0,5.242
00f6217307f712298d8e47215f0bf2ad,5.609,1.609,4.295
00f6b2176ddb649359d064053de50c2e,6.133,0.0,4.095
00f782305075b457bfe7fb38cf6562a5,5.846,0.0,3.335
00f8ac751ae484a82adb20b42ad1aca7,4.727,0.0,4.697
00fb3db8be6fffc03c156297ff70c1b9,6.17,0.0,3.964
00fb765118b6d3b18dfc763dc3729a5b,4.143,0.0,4.596
010099752e4ca60e61c8a4a669ea9fe5,5.198,0.0,4.455
01016b17e79a0a428384c6916b426aed,5.209,0.0,5.08
010583f85dd55d32a6db1068f58ca6f1,5.781,0.0,4.402
0107c38d1ad737e7508cc65067b25d10,4.7,0.0,3.767
0107ed88ec010416e20cacf67d2c905c,6.17,0.0,4.753
010c5ccfc9a9135b8c89e2d66f5fb8f5,1.609,0.0,4.21
010d1bac7f6ca46ef1c6fd0c4034cffc,4.718,0.0,4.181
010dad3dab8189cba58ae1ca11b8cc09,5.434,0.0,4.781
0111774394b7b2cd9651eedc6c791bd2,5.979,0.0,5.674
01122215dd21ac872ae567ec4e351e01,4.92,0.0,4.605
011263a2375678dc8d8fcda1c3e11cd9,6.261,0.0,4.614
01156d307fdee5870c27d63afb938bd9,3.932,0.0,3.901
011671897080a38fa57f3c190a310d49,4.691,0.0,5.124
0118758814dbb115d346a1e8efa705e9,5.881,0.0,3.807
011a899e735ec86f00f26089cdae09cf,5.533,0.0,4.599
011aa728cdc4c57b506c6c40ac2a7712,5.778,0.0,4.119
011b97b83f521e755f03173c96baf57b,4.635,0.0,4.526
011d2f8468c1be17b9c493a916e31a56,5.318,0.0,4.536
011ec289931a2dddb4a0e40191748b3c,5.198,0.0,4.055
011f5f2d716eb919dd944494c0db328b,3.135,0.693,5.128
011fc4ea8b9a1e857358c71da7dcf852,5.677,0.0,4.263
01206a881130146c337962e714f06d66,6.021,0.0,4.625
01208d73b8f2d0e10347aae1242a12fa,6.098,0.0,4.145
01231f8b1b36a9da85f695b48c2f18b2,5.204,0.0,3.335
012413f25e1a3f143b2001198e916594,5.697,0.0,4.64
0124a56e33d9d3da6b8340d2153f60a5,4.812,0.0,4.466
0125bee4b30f40607261d06f47b0f38d,5.835,0.0,5.24
01268a9cd062a41dbaebe24bd8b07cbf,5.591,0.0,5.591
0126adf5308223f7cba2e84f97ac0d9b,5.442,0.0,3.37
0126c89d5a7c2b7b2bda098668c7526d,5.075,0.0,4.565
0126e712caf48d6cf32ffbdce563d2c3,2.485,0.0,4.388
01271eb2284947f2e2abbe53fa15730a,6.08,0.0,5.196
0127d98d4a7e205081ddac271d6b8e52,5.451,0.0,4.851
01287ad2456ffbd365f2e955dbbcebc7,5.861,0.0,3.555
01288d72df4b2a4fb61182da4113ceab,5.257,0.0,4.7
012890b678dffa039b23707633b2eff3,5.142,0.0,4.599
012938ae26ceaa758b735826636366f8,4.92,0.693,6.282
01295bcfd2311c7b510c4c697f82b6be,5.844,0.0,4.678
012c207234cf4e33fd21cc9bbcb2d1a3,4.934,0.0,5.136
012ca3bed937a20fa19642e8e53d831c,5.974,0.0,5.226
0130ec6b73b4f7fb58e4a4a78774b47b,5.318,0.0,4.973
0131193f8b1b149f85f1326ac337effb,6.031,0.693,6.012
01311c3c93d566f9b8991cd06a0d33ee,5.371,0.0,4.433
0134ab2fb213ed322c3ae3b0e051582f,6.217,0.0,5.261
0135196a168da02f97f00b7300af0baa,5.684,0.0,4.137
0137aedb5fd652186dbf05e49d78db59,3.689,0.0,4.324
0137af0a69be6d96a77314fa91324ff5,5.549,0.0,3.497
0137f0a46fd3e941f09ead2566bd6408,5.829,0.0,4.277
0138300525351148ae5c0bfe11efe43c,3.497,0.0,4.361
01389f4d25fdacc049ce7dfe96c259e3,5.62,0.0,4.503
0138bea323fc76e6968c0fa28a35d9e8,4.111,0.0,4.263
01391e5f325943c1d9dee9e6202aa7e5,6.321,0.0,5.374
013b46f9a2576623a655fd9469b7c583,5.434,0.0,3.153
013e49bb711629177d848e409b7566c5,5.352,0.0,4.226
013e4fc1800b9973a92b450d18c4f658,4.828,0.0,4.661
0140bb3a2e24b8dd7a341eaf707b440e,5.268,0.0,4.424
01414201d70bd508e1eee33ff67d2453,5.236,0.693,5.621
01415cfeb907d8ce0e17075b4c097fe9,6.534,0.0,3.807
0142101e44b97fe8041e8bacfff65ef2,5.521,0.693,5.385
0148732a691a6f017cca48bbffdb172f,4.71,0.0,5.276
0148eb6c4d23d56432bc3431ee6a5bee,4.304,0.0,4.065
0148f71e97a15ed3cf071ea28250eb87,4.635,0.0,4.589
014a61237c010a8f59e966e34101520f,5.557,0.0,4.832
014a9fe1063cfc79c804affbe855a70f,5.489,0.0,4.59
014b7917072f3fe8c9ca37d4043c31d1,0.693,0.0,3.25
014f2d069b53eec84aed9b8c1d5ef270,5.93,0.0,4.257
014fb09b34197c57ae3c77a43d18475e,5.62,1.609,6.4
01503d0b64036165c2f202b538de9308,5.226,0.693,6.523
015041e1136a20f44f9cf4bbf29df823,3.912,0.0,5.264
01509d555b8b6775f5847912d8c52d46,4.828,0.0,4.055
01514a0b29d64250fc301b3413aa0ba3,3.638,0.693,5.383
01531516bcefc94ae2fdde494db9fa3b,4.99,0.0,3.621
0153b54842840a90cf35a8cd645c6732,5.557,0.0,5.064
01541240e24ed7cc26a5e0dd60c57c30,6.196,0.0,4.536
01551ab70b4a96a82ff74e3fdf027837,5.628,0.0,3.586
0156badea44f4ffcaab3ad7572b69e28,5.68,0.0,5.503
01570eff130cb5aeca5e6ddc6c14a6ae,5.793,0.693,5.421
01571872abf22fe5f1be95d63d768575,5.846,0.0,5.126
0157cb863b4453c43468f3825dccdf9d,6.057,0.0,4.372
01592d05fdd8a6deb7716ed80a0d18a1,5.606,0.0,3.125
015bf7d488097b3b632e5b19f1c7621a,5.635,0.0,4.123
015c5e6d8c584992072dd7b69f2fad3e,4.595,0.0,4.113
015c9c9ba7524dcb69a8a6d2f383db8c,5.817,0.0,5.169
015d0c1d91a5b8042fdc425b5e8c8259,5.784,0.0,4.385
015d22bc2ece484d2ec7a18dca4bfd66,5.13,0.0,4.229
015f98a7155c15075a5f77a37a8205ed,4.127,0.0,4.101
016112a43e0319656ab0b25e1d904171,6.023,0.0,3.604
016187b76ffe3a8b7709732077de2fc2,5.855,0.0,4.159
0162379b4069e08e04a6631bc3e9f4e7,5.112,0.0,4.442
016287d04d40c3c1c9625588b9fe4602,5.935,0.0,4.403
0163303a840691e9f9378d1e41f4849a,3.97,0.0,4.721
0163a9517d96e283b1a883de0e71c826,6.061,0.0,4.625
0165da25e09d5c73a6d3ba6443d202f3,5.384,0.693,4.567
0166c4ebd26a021fe864a0b91761f50f,4.682,0.0,4.698
016784346c1119828280815c2c6dda98,5.537,0.0,3.956
01678728396c1d107b1da8e70cd63423,4.883,0.0,4.013
016965c9f3a690af0314cdc8389c28e5,5.787,0.0,4.294
016976e1a8808cdefd68c7080e3899fe,5.187,0.0,3.631
016c54a71587052826a1ce53c8c6b1d5,5.313,0.0,3.756
016c5c3fb572754f302fdac24aa9cfa4,4.454,0.0,4.969
016c933a6a74ad49e6e1858462a7ae4d,4.913,0.0,4.42
016e3f83ffd18b9394a289a5897ba461,6.303,0.0,3.63
01709d66652d26124875777dda46cfac,3.526,0.0,4.452
017245b7b19b3dc589ca95daf778253f,5.811,0.0,4.096
01726eb77399165550482a7037fb6a1d,5.624,0.0,3.914
017395cf7b4c0be4fa72650f0a8184ed,6.315,0.0,3.779
01752e42e854180a9dac35cd803f4e33,5.58,0.0,5.644
0176d6c1606400bd49c88871e15839bb,6.201,0.0,5.249
0178cbf093400335e3d8fd88851e6bf1,3.045,0.0,4.015
017b60010b64f28dcc98161205bbf51e,2.833,0.0,4.717
017c416d7047f02aea089e0ce017e7bb,5.663,0.0,5.015
017dd3798ef0f401392abdbc129d78a0,4.477,0.0,4.447
018184ac5f52a821bb00f3ef21d75799,6.215,0.693,4.003
018346fb20f70801a88a7b8c6dbc2e31,5.442,0.0,3.689
018445b488e6156c2fbdf926808d7228,6.263,0.0,5.297
018447394d87c7921d8ee1fb40d91d90,2.197,0.0,3.877
01861d47cc473c84cecc3781619f6924,5.489,0.0,4.444
01874b138de5f4447517558ca0d1a3b9,4.443,0.0,3.53
0187f8ae367bdb9efa1bb10c65145b61,5.656,0.0,5.032
018b4fd25720e7fb0de00600f3aa0947,3.219,0.0,4.406
018bd804612e66267d4dc4ac8f8b98c1,2.639,0.0,5.557
018bda31a2c6bf06aaa67fc91f63942d,6.279,0.0,3.714
018c66db66454034193517ab79423f70,6.016,0.0,4.13
018d655fe703cb7b56ee34f117429789,5.094,0.0,4.915
018dd62c0671714cdcb377ee17e2110b,5.273,0.0,3.479
018e70256a4328c4450b52947144f50b,4.663,0.0,3.645
018ffb868962388b3ac93b203a8dcbe0,5.964,0.0,4.77
0191e09197e54ad2690c3abd44723c7c,5.583,0.0,3.877
0192b93a11b1f588d6f19888b82d02bf,5.142,0.693,5.922
01952039ba4abb6c459e7b6d62a69d7a,2.398,0.693,5.229
0195699b3388a65b55eab3dd04f48d1a,5.215,0.693,5.83
01961d1b276640f460e6061e7f28873f,6.346,0.0,4.394
019681cd120e7fe89ebdd06172639f58,5.878,0.693,5.986
019689350fe9ec51d6d9fcd76119e2fa,4.19,0.0,3.962
01970508b13705f57b760db5f8f63217,4.682,0.0,5.247
0197df52c22d6ef0aa52ffb63ac80404,4.344,0.0,5.643
0198441fd94fedf81ba98683f6449a1e,4.836,0.693,4.65
0199164bec886c94218205248559d7b6,5.209,0.0,5.277
01993877990b2565abd4e3d741c45b79,5.986,0.0,3.517
01998a22ca4b0c83aa13f2e8bec67c81,4.159,0.0,3.668
019a09b9518cccb899cde6033ca0af68,5.288,0.0,5.191
019b7076acf0ef17a372c02e8b170cb4,6.17,0.0,4.625
019b7b400189d67c8b75754edd1919f7,6.004,1.099,4.288
019dc2cd7ae165a706dd249829e0e1f1,6.009,1.386,6.719
01a0d45a369a4356ac4652584652109a,6.365,0.0,3.826
01a14c29b06fa1ecdcfdc1b0afae799c,6.213,0.0,5.253
01a29eb8e6d484de55f3d2a9d6b7bcbe,3.892,0.0,3.473
01a4594fa7dbf53d2569e57173df6895,4.927,0.0,3.877
01a51dab2737347e9b62bd2616a16d22,3.434,0.0,5.27
01a52718e4ca43d2cc1da7c9209a6325,4.905,0.0,4.428
01a666b8081772ddb748b5aaf9dc8bea,5.075,0.0,4.719
01a9e6a66ed15bb3c5b3d9abc2e046a4,3.045,0.0,4.497
01ab41094bdf6a489a201d86c7578f3f,5.094,0.0,4.044
01addb430c2559dbef0010ca1d4b0989,5.389,0.693,5.077
01aed44f9b372a8b9a40201cf7c155a3,3.332,0.693,5.469
01aefa3a069cf73167ddbe7725755c2c,4.762,0.0,3.325
01af5e81cb5ee5e0864941d3aa58fb0c,5.187,0.0,4.509
01afc06d7738a5a4b90959f387073912,5.017,0.0,3.621
01b0099d07c9a887f45ad0e29342cced,5.553,0.0,4.546
01b44b1e958a6a9d32db09ea5a1e77b0,6.205,0.693,6.052
01b4d8edfd68874d23092c8fcb6a4edb,4.304,0.0,3.5
01b6593aa123cea222a7b4c18c3e6961,6.201,0.0,4.868
01b7e319fb16f60c28e387d29cd80c38,5.136,0.0,3.662
01bb4e5dc779fa3f09a2c2cdf9561f7a,5.613,1.609,6.803
01bc42b3e58ab446f0227867f665b127,4.691,0.0,4.494
01bd3cc201383c0055f6b128fd089f1a,6.116,0.0,4.332
01be2c0c2d55c597b5ec011e26e4b0d1,6.542,0.0,5.576
01bea2d6055eaa52f2df647590eb85e1,5.938,0.0,3.459
01c013b2259ff571bb7481d62fd96e67,5.165,0.0,3.365
01c3c12496a8c26348d92873da95448b,4.025,0.0,3.188
01c5a393f22ed7149432cd8984aa7791,6.004,0.0,5.359
01c77b0f81a1e64cc8de4f736226f7a1,5.13,0.0,4.109
01c79f3ab2bd70b64e01c67a91843303,2.996,0.0,4.487
01c843a2c0600def0b7693dba47af460,5.956,0.0,5.02
01c9d951957a4e8c098d7ba50e8a3f9c,5.659,0.0,3.577
01ca0c5af5349f53a4087605008e9134,6.238,0.693,6.003
01cc8550598fb6140923843e6c06326e,4.875,0.0,4.948
01cd4f08b8b1bcba4125cff64d2ebc94,5.278,0.0,3.526
01cd5f54498033a3b4820866458145e4,5.004,0.0,4.466
01cf93cabf578892dc3217e6601b0cef,4.673,0.0,4.77
01d086a800f69d84ec98c276bd44dcc6,5.781,0.0,4.64
01d33ef4c346ccf41a296c1292922cb8,5.434,0.0,5.424
01d37fd98e7840efad07c60bea966fca,4.718,0.0,4.064
01d3b76b3d6604372075f8f2437b551f,3.178,0.0,4.898
01d443a484536e8a8c520f79dd9f6ad4,5.442,0.0,5.373
01d444480a8e7ed180b6c5cb5993a273,5.69,0.0,3.605
01d46d05097a25fb0d755e86ab3a6fb3,5.293,0.0,4.916
01d53422b075158678043b0c49b83d66,6.109,0.0,4.527
01d5f7506a41927955ef41a530329c30,5.094,0.0,4.321
01d7603b563bc426e2eda5e0677e714b,5.583,0.0,5.001
01d87bd7900fc721cf5122c47b1d3a71,5.094,0.0,3.491
01d95b948587656bd900ca5e00983957,5.278,0.0,4.624
01deaf187077254cacc4e7b4d9d7bf87,6.089,0.0,3.659
01e16f5204e8741494af3d5b4c355128,4.094,0.0,4.53
01e466f5fd2937b4ea4a18eb9963f9ea,2.565,0.0,5.101
